id;firstname;lastname;p2
14160;Marie-Jo;Alechinsky;36
3815;Bernhard;Bernhard;7
1318;Robert;Sarkis;84
5667;Paul;Lüscher;79
12657;Gloria;Watzl;17
10907;Franz;Lieske;50
5585;John;Deutschbauer;5
11465;Karl;Katzenstein;81
1174;Erwin;Demand;30
9780;Rudolf;Bechtold;13
11600;Peter;César;38
14392;Larry;Gangl;77
14994;Erich;Tüchert;62
2468;Helmut;Eliasson;66
8945;Jannis;Boetti;99
13666;Alan;Jones;30
10390;Jürgen;Kanovitz;26
10513;Roger;Benazzi;68
7054;Ernesto;Biedermann;20
7212;Christian;Dabernig;98
14207;Mirjam;Sandner;89
3021;Domenico;Sleigh;31
6899;Alicja;Rietveld;97
2790;Stephen;Reineking;68
7579;Meyer;Tandon;40
6709;Bernhard;Gallo;73
11005;Manfred;Schöpke;75
6927;Clemens;Avramidis;39
5559;Christian Ludwig;Viola;82
10104;Josef;Krystufek;23
9470;Ruppert;Hoffmann;29
8782;Öyvind;Degenhardt;5
10738;Jürgen;Cesarco;9
7706;Joseph;Weiner;92
10476;Roman;Boeckl;48
202;Andrea;Binder;38
272;Antonio;Bustamante;73
2169;Berthold;Bourgeois;3
13712;Antoine;Gebert;19
1633;Philip;Boetti;26
14590;Arno;Kubelka;7
13808;Wolfgang;Schreiter;49
12571;Reiner;Barry;35
11000;Kai;Schweinfurter;68
4906;Albert;Smith;39
6747;Jan;Hrdlicka;61
150;Giuseppe;Hörtner;88
8090;Lenka;Weigand;81
8364;Henryk;Graubner;90
11882;Igor;Hebenstreit;2
6409;Siegfried;Pflaum;66
11205;Medardo;Kampl;34
7880;Paul;Foulkes;82
10818;Eglé;Martin;98
2675;Sonja;Michals;79
1962;Valerie;Kopteff;38
10497;Allan;Hohenbüchler;57
11303;Alexander;Paalen;1
14226;Ben;Mangelos;91
3699;Tom;Joham;78
11280;Fred;Al-Ani;0
8328;Marzena;Mucha;89
13372;Kolo;Deutsch;33
6789;Philip;Tillmans;89
12230;Frantisek;Baruchello;38
1757;Loretta;Reineking;95
6782;Jonas;Korecek;24
4565;Thom;Kolář;17
2387;John;Pomassl;20
6586;Henryk;Brock;69
5692;Bernhard;Klauke;95
7464;Giuseppe;Acconci;33
8215;Juan;Höllwarth;46
12799;Hamish;Moorman;95
6500;Jackson;Laurens;23
14993;Piet;Lubennikov;51
3065;Dan;Pauer;84
2693;Markus;Fox;75
6028;Antony;Tyshler;7
7111;Sandro;Drapell;40
12904;Robert;Heinze;38
11425;Gianni;Blahaut;90
719;Ali;Mizrachi;31
5201;Josef;gelatin;67
4287;George;Selichar;13
13073;Christian;Zuckermann;9
7132;Paul Otto;Uth;56
8374;Robert;Hofschen;77
9353;Leon Polk;Barta;5
1707;Werner;Indiana;4
1249;Lori;Montwé;27
10321;Enrico;Turner;63
11411;Andres;Oroschakoff;15
9572;Stefan;Saint Phalle;62
4901;Willi;Gallo;25
1624;Hans;Parmiggiani;15
2549;Rainer;Castellani;25
5927;John;Monko;68
1430;Herwig;Pechoc;8
717;Alberto;Baumann;35
8810;Friederike;Ernst;95
12809;Yto;Löbbert;94
5202;Paul;Evans;48
11430;Miklós (Nicolas);Muehl;57
9774;Hans Joachim;Stransky;28
3551;Horst Egon;Hill;76
5574;Walter;Mueller;65
3752;Anna-Sophie;Noland;57
3096;Josef;Generalic;61
14031;Bertrand;Paradiso;13
3818;Franz;Aurel;53
13604;Bernhard;Whiteley;91
9421;Gianfranco;Klapheck;28
7485;Ossip;Sell;49
279;László;De Maria;96
14505;Mimmo;Moscouw;28
492;Stephen;Lixl;26
260;Erwin;Bolus;29
6297;Alberto;Murer;95
13246;Ernst;Aycock;7
6680;Adolf;Williams;17
13151;Richard;Stanzel;18
3145;Milan;Matisse;12
12678;Piero;Golz;35
13561;Christian;Hodler;61
6398;Andreas;Černiauskaitė;20
6722;Yoko;Nay;75
12797;Thomas;Timischl;43
10654;Károly;Natalini;6
1017;Frieder;Goodman;47
1918;Boris;Dunst;49
1339;Allen;Sharits;84
7073;Gerrit Thomas;Bayer;98
5865;Mario;Yoshida;98
7490;Wolfgang;Cuixart;72
13523;Monika;Black;35
5236;Marie-Jo;Heisig;46
2817;Peter;Reichmann;67
5605;Friedrich;Eisler;77
12579;Otto;Heisig;19
8323;Andres;Guttuso;28
9645;Rashid;Romberg;40
13892;Ramsès;Binder;83
2442;Vittorio di;Fautrier;37
9194;Kasimir;Pardi;73
168;Peter;Löbbert;78
9059;Karin;Goessl;44
6723;Robert;Kölbl;5
4190;Zbynek;Westermann;54
10652;Ed;Müller;32
9197;Robert;Fila;75
13793;Alfred;Wall;16
9985;Karl;Ringel;74
12680;Richard;Braila;93
3395;Klaus;Archipenko;22
7169;Domenico;Marchand;49
6284;Tomasz;Schwitters;60
13182;Herbert;Jürgenssen;23
13039;Karel;Poirier;34
13928;Roger;Weber;90
14763;Katarzyna;Kelp;32
3603;Ramsès;Zykan;90
4059;Loys;Balla;54
7774;Alexandra;Raysse;93
6469;Allan;Houf;29
4165;S. J.;Nagy;74
3419;Marzena;Zadkine;57
11891;Arno;Weder;5
5569;Luciano;Lehmden;42
12594;Sonja;Kusama;81
6205;François;Yalter;81
4933;Peter;Eddy;88
13058;Giorgio;Adrian;81
2136;Wolfgang;Marchand;94
2999;Gladys;Zitko;80
10206;Walter;Tanavoli;26
10865;Willem;Leitner;55
14912;Adolf;Federle;92
2269;Dirk;Dibbets;0
11285;Ed;Poirier;71
2380;Mladen;Eckart;35
13437;Wessel;Tobey;69
10077;Arno;Willmann;85
11902;George;Rietveld;73
5879;Joannis;Tatafiore;61
4602;Jozef;Dewasne;24
2470;Martin;Muntean/Rosenblum;58
10491;Anne;Whiteley;82
13265;Hans;Hartnagel;35
1632;Anna;Hopf;61
8387;Otto;Panamarenko;40
9299;Motti;Aycock;98
8129;Constanze;Gilbert & George;66
3556;Tracey;Lum;50
14444;Tomasz;Plobner;66
2296;Carla;Strobl;9
5806;Sergio de;Stockholder;34
2345;Lawrence;Gerlovin;7
11945;André;Klub Zwei;17
8218;Tobias;Klub Zwei;10
5735;Edita;Stella;31
14473;H. D.;Schlögl;59
12044;Judith;Saito;62
9984;Victor;Aycock;98
11458;Raffael;West;86
8428;Henri;Ramberg;14
14565;Dan;Kerbelij;59
4404;Georges;Romberg;86
14613;Rudolf;Larson;94
10832;Renato;Hoffmann-Ybbs;91
9975;Pascal;Dupuy;96
9282;Gianfranco;Fagerlund;29
12630;Ino;Talman;55
8585;Roberto;Köthe;29
2621;Jessica;Fe Lugossy;56
1588;Koloman;Thomkins;10
3738;Tetsumi;Chust;59
13988;Edward;Kusama;27
3341;Vlasta;Marden;42
14080;Geta;Hosiasson;95
647;Gladys;Egmeri;92
6986;Gianfranco;Fox;57
343;Alfred;Bäumer;92
2108;Georg;Frize;93
1965;Alfred;Skubic;2
11794;Jacques;Le Gac;42
10946;Franz;Schapiro;57
1018;Horst Egon;Guttuso;10
4572;Bruce;Kadan;80
1539;André;Leitner;67
4481;Friedl;Ettl;32
10687;Søren;Hohenbüchler;14
11165;John;Schiess;25
3824;Henry;Jančić;46
8784;Sophie;Kounellis;85
9653;Werner;Prelog;57
9797;Josef;Mack;27
6689;Per;Dubuffet;49
11656;Toni;Tornquist;57
5414;Adolf;Lieske;56
14811;Heinz;Steiner;90
9912;Ashley Hans;Dion;58
2109;Jean;Clemente;84
3852;Josef;Yppen;92
10896;Gertrude;Romberg;67
10997;Rudolf;Spalletti;16
13524;Herbert;Martek;10
13779;Josef;Brecht;40
1692;Mark;Reismayer-Fritsche;66
5859;Plamen;Noland;48
4052;Hannah;Lum;21
8756;Billy Al;Geiger;21
2525;Anna;Müller;38
11823;Robert R.;Rainer;68
3910;Olle;Cyrenius;21
3822;Julia;Koller;24
599;Jean;Hausmann;65
14904;Judith;Bak;84
8942;Corsin;Page;75
4856;Roman;Pechoc;54
2150;Markus;Koether;73
5960;Sophie;Meier-Schomburg;14
6871;John;Yamaguchi;16
12166;Hans;Dewasne;45
12794;Lotte;Schlemmer;77
9720;Enrico;De Keijzer;70
14001;Dan;Jovánovics;75
9425;José;Gerrard;30
1280;Giorgio;Conner;72
12592;Herbert;Conner;86
9418;Markus;Nicholson;4
667;Miklós Maar;Baker;27
1364;Amédée;Ortner;66
5104;James;Leischner;41
4895;Cosima;Araki;94
12623;Ernst Ludwig;Videx;6
9154;Joseph;Baechler;16
5776;Jean Olivier;Castro;23
1844;Jorrit;Leslie;86
9359;Max;Wang;73
259;Tomasz;Stanzel;80
13819;Moshe;Gilbert & George;47
2961;Ingeborg;Polke;9
5882;Jeff;Delaunay;7
11540;Ottmar;Castillo;93
8314;Birgit;Witzmann;10
8446;Andreas;Sekal;43
5918;Kolo;Flois;9
14221;Svetlin;Althoff;77
106;Rudolf;Sirbiladze;48
3185;Michail;Kitaj;91
3150;Bernd;Robaard;77
3348;Meyer;Trattner;91
6359;Branko;Weiler;31
4943;Ernst;Winiarski;80
14218;Jim;Hains;90
2495;Karel;Wesselmann;92
12681;Nita;Trenkwalder;68
8745;Bernd;Goller;59
7844;Andrew;Gauguin;26
7066;Oleg;Weder;14
3970;Anna-Sophie;Jankovič;17
509;Kara;Ash;22
13116;Alan;Eder;39
9435;Helen;Paolini;68
4037;Alexandra;Mejchar;45
14621;Rainer;Martin;53
11047;Vlado;Dewasne;68
7040;Rachel;Castro;63
4271;Joseph;Löbbert;15
12815;Richard;Camera Three Productions, Inc.;78
2678;Rini;Neurath;88
1569;Anton;Joostens;47
4488;Christian;Kovacs;57
2666;Lucio;Pinaud;59
11521;Zwelethu;West;49
4452;Roland;Perrin;27
1278;Ernst Wilhelm;Rinke;13
12957;Carola;Montwé;17
6292;Dominik;Dietman;34
5860;Emily;Matta-Clark;97
1979;Manfred;Hains;82
6687;Ed;Reinhold;58
14878;William Nelson;Kožarić;55
4967;Christian;Kern;81
14626;Willi;Schapiro;21
14828;Bradut;Dabernig;89
8527;Mario;Vasarely;24
2874;Kurt;Thiel;28
8840;Herwig;Stocker;53
2859;Josef;Cruz-Diez;49
9217;Donald;Serrano;69
115;Florian;Kelp;40
298;Hans;Ganahl;46
9730;Paul;Fahrenholz;34
14646;Karl Anton;Attersee;73
11217;Brad;Ulay;76
1558;Constantin;Canell;94
3610;Matthew;Costi;85
13657;Hartmut;Knowles;4
13697;George;Wilfling;90
13158;Ben;Erró;42
4027;Lawrence;Vetter;96
13558;Zeljko;Kabakov;75
4998;Raffael;Boeckl;58
3711;Thomas;McLean;8
13298;Sigal;Lieske;77
4400;Arik;Maljkovic;80
3486;Anne;Gauguin;7
12743;Franz;Weer;57
3045;Don;Fleischmann;44
6113;Sean;Watzl;35
11053;Loys;Pavlos;86
7990;George;Sleigh;95
13444;Andrea;LeWitt;62
14382;Matthew;Schneider;33
13872;Johann;Gyurko;29
6385;Thomas;Korab;14
3666;Mary Ellen;Steinberg;59
12627;Christopher;Förster;5
9103;George;Wakolbinger;80
14296;Hartmut;Dine;12
14908;Esther;Rheinsberg;71
14620;Joan;Neumann;40
4877;Isolde Maria;Prantl;69
14121;Gabriel;McCarthy;27
7281;Richard;Peintner;1
8195;Julia;Göthe;44
6098;Marina;Neumann;20
6242;Gary;Schlemmer;78
3311;Felix;Artmann;18
7153;Manfred;Rink;18
5167;Inge;Oehlen;41
3779;Boris;Penalba;8
11718;Joseph E.;Strobl;43
9474;Xiaochun;Giacometti;93
5219;Leon Polk;Caminiti;93
10752;Meyer;Brock;48
13957;Renate;Atkinson;86
14612;Alex;Schwegler;37
7582;Eva;Braila;53
2187;Doug;Olbricht;43
1567;Alexandra;Weston;29
3593;Raoul;Servranckx;42
10933;James;Wada;5
1507;Peter;Anouj;13
3411;Ilse;Kriwet;7
14326;Dennis;Dunst;4
9692;Tomasz;Birnbaum;64
4302;Paul;Korab;62
1311;Patrick;Krawagna;7
9579;Inés;Cruz-Diez;28
10813;Hans;Eiter;83
12208;María;Jones;61
12115;Tomasz;Vautier;64
12637;Uli;Jacquet;1
5936;Julio;Brandmeier;68
5048;Johanna;Piacentino;15
4068;Robert;Welling;59
4727;Richard;Weber;17
11965;Manfred;Smithson;37
14923;Fritz;Penone;61
14723;Amintore;Wirsum;70
7757;Jiří;Hartley;58
2383;Hugo;Vogt;62
10470;Hermann;Andersen;35
11118;Jean-Michel;Klopf;83
9553;Hannsjörg;Higgins;65
10999;Jim;Hawser;15
1681;Georg;Platen;33
2331;Jordi;Riley;31
1004;Gerhard;Raven;74
11491;Suzan;Fillitz;66
1484;Zoe;Polke;39
12259;Sharon;Leinfellner;22
1497;Maik;Moorman;97
4781;Emilio;Walde;63
4365;Billy Al;Klanjsek-Bratke;65
7017;Medardo;Eliasson;45
12005;Hubert;Ivanov;67
1014;Modest;Steiner;11
1410;Paul;Mayer;99
824;Franz;Blume;57
2264;Peter;Spero;68
11177;Swetlana;Kiesler;90
1492;Albert;Pillhofer;86
4648;Piero;Gelguda;57
10537;Wolfgang;Eriksson;66
9462;Alberto;Blake;32
13250;Nicola;Hofschen;34
3050;Barbara;Dworak;74
4153;Dick;Beaudin;81
426;Franz;Gertsch;6
286;Dorit;Delaunay;0
5033;Mimmo;Berger;14
13333;Gino;Dubuffet;33
10110;Renate;Abramovic;43
102;Robert;Blair;33
370;Renate;Jawlensky;61
10255;Ed;Wardill;91
10158;Georg;Deacon;35
13811;Fritz;Tulcan;84
13742;Cora;Gebert;69
5626;Johannes;Ringel;6
2853;Jackson;Maciunas;4
339;Pello;Vogt;20
14618;Wladimir;Moffatt;27
2084;Kim;von Bonin;77
12420;Maurice;Iseli;57
5563;Carter;De Chirico;25
10993;Yoko;Spalletti;16
2466;Johann;Heisig;83
14573;Gustav;Franke;13
13797;Ben;Huemer;4
3460;Per;Rosc;92
293;H. D.;Segschneider;88
450;Peter;Trombitás;52
5107;Amintore;Richter;91
11040;Paul;Brus;17
6707;Linda;Zadkine;15
6303;Jakob;Simak;94
7015;Jud;Esengeldyew;29
14869;Ad;Dertnig;16
11551;Lenka;Parr;1
5526;György;Bulloch;11
10943;Valentin;Barry;54
2869;Frantisek;Navratil;52
1252;Charlotte;Steiner;70
11787;Adolfo;Spagnulo;25
133;Mirjam;Frenken;12
904;Gianfranco;Heger;66
3705;Yto;Brauer;42
12398;Hans;Stamos;57
7479;Sidney;Picabia;86
7801;Richard;Maderthaner;82
14359;Georges;Rousse;24
14174;Walter;Feiersinger;42
13836;Gloria;Immendorff;39
7427;Alan;Jakober;71
2688;Raffael;Hrdlicka;98
14383;Wolfgang;Tsakiridis;41
6951;Gabòr;Ruthenbeck;61
558;Germaine;Bohatsch;16
1590;Klemens;Younan;1
9175;Thomas;Dossi;45
8721;André;Brandl;91
12672;Yudith;Malfatti;18
8978;Padhi;Gilbert & George;41
5698;Friederike;Fine;84
7608;Tamuna;Fogarasi;70
11398;Jörg;Baldessari;47
1468;Heinz;Gáyor;23
4499;Rudolf;Wada;63
7534;Sohei;Fohn;70
4909;Gerlinde;Armleder;77
9308;Henry;McLean;70
9919;David;Fodor;98
10945;H. D.;Thomkins;65
9417;Peter;Lombardi;9
1218;Johannes;Hoffmann;60
9034;Wolfgang;Alexenberg;80
2320;Gina;Motherwell;17
5069;Judy;Oroschakoff;48
5532;Ivan;Reinhold;67
4378;David;Uslé;28
12302;Maria;Lochore;66
4821;Helga;Brătescu;6
12430;Franz;von Gabain;44
6526;Walter;Baer;98
803;Carry;Tillim;9
10226;Lucas;Coleman;22
2351;Kerstin;Damisch;51
8024;Stephen;Haber;85
14298;Walter;Chust;90
14696;Kimber;Tübke;2
4177;Alan;Pouget;89
6841;Rómulo;Houf;15
13783;Marjetica;Wagner;67
2984;Laure;Löbbert;20
12126;Kerstin;Tillim;21
5903;Fritz;Silvain;63
11984;Michael;Strobl;24
500;Sam;Mayröcker;69
1092;Jiří;Eddy;86
12301;Mihael;Mosbacher;26
11620;Clemens;Da Costa;81
2016;Ben;Vercruysse;92
5849;Olle;Bertholo;57
13972;Otto Erich;Sýkora;93
9562;Meina;Lüscher;78
8855;Lajos;Barrada;16
2956;Noël;Gursky;97
70;Giuseppe;Hollein;77
10264;Manfred;Etienne-Martin;18
1348;Manon-Liu;Gerrard;4
10256;Robert;Cibulka;73
5921;Wessel;Chamberlain;14
14699;Josef;Egg;75
6958;Fernando;Novak;73
8156;Don;Malewitsch;55
2493;Franz;Esser;57
5040;Raffael;Molto Brutto;84
8487;László;Schmidt-Rottluff;1
14244;Bernard;Kosuth;70
13901;Wolfgang;Reinhold;22
7027;Meina;Dlugos;63
4267;L. W.;Smith;94
12915;Milan;Bolus;25
4620;Kari;Hoflehner;90
12722;Jim;Eichhorn;32
831;Fernando;Superstudio;35
10663;Brad;Kempinger;13
4082;Wolfgang;Skrička;46
855;Heinz Günther;Hörtner;50
2203;Franz;Ujvary;1
5231;Wolfgang;Thiel;8
3722;Willi;Margreiter;68
3353;Cornelius;Gondeln;44
11488;Karl-Heinz;Jacobi;32
13890;Erika Giovanna;Moore;68
12036;Haim;Jenney;26
6125;Michael;Hucleux;94
12707;Branko;Schweinfurter;74
5205;Herwig;Meyer;68
11113;Henri;Mizrachi;93
1907;Paul;Rabinowitch;17
5784;Karl;Patterson;83
1899;Ugnius;Calle;1
8681;Sam;Uecker;77
7551;Bernhard;Ganahl;66
5503;Christian;Serge III;93
8441;Ruppert;Lipsi;55
12539;Willem;Hansen;72
4918;Zoe;Brauner;29
6218;Helen;Barry;0
8582;Yoshimasa;Máttis Teutsch;63
11108;Jakob;Haxhillari;0
2248;Imre;Gelguda;67
11517;Hans;Spoerri;25
12096;André;Absalon;35
12202;Carl;Tulcan;48
11646;Kurt;Stransky;98
2581;Anna;Spero;98
11182;Hermann;K.U.SCH;45
4051;Richard Paul;Tirelli;34
13965;Ray;Gerstl;24
14339;Lajos;Taaffe;38
7566;Daniel;Villeglé;57
5430;Valeriy;Lombardi;9
5789;Raimer;Kriesche;17
4299;Lotte;Viallat;60
8000;Sophie;Larson;77
13343;Stefan;Lipsi;94
14704;Clay;Mairwöger;30
8732;Sharon;Bertlmann;24
2590;Hans Joachim;Castellani;72
14368;Thom;Persiani;30
3636;Ştefan;Kollnitz;40
4061;Christian;Smith;70
3768;Helmut;Kelley;13
13895;Drago J.;Luginbühl;28
5283;Oskar;Meier-Schomburg;86
6471;Cindy;Bolus;22
8358;Rudolf;Serra;48
5336;Julian;Leatherdale;51
1504;Gino;Maderthaner;89
2079;Shinkichi;Bischof;63
958;Christian;Chiari;50
5157;Vito;Vogelmayr;93
10667;Marcel;Obholzer;28
2375;Henry;Aycock;50
2945;Ulrike;Prigann;28
4659;Mario;Francis;89
6900;Friedrich;Stolba;35
9759;Carl;Chiari;7
1346;Gladys;Fontana;14
5334;Nora;Reismayer-Fritsche;95
8705;Ryan;Bayer;77
745;Pierre;Haxhillari;5
8759;Bengt af;Pizzi Cannella;73
563;Marcus;Kaminsky;21
2492;Tomasz;Gelguda;81
818;Otto;Pillhofer;63
13368;Gianfranco;Chiari;23
10875;Laszlo;Atkinson;39
14930;Andrea;Foulkes;56
1379;H. D.;Snow;89
5738;Karl Friedrich;Komet;90
11147;Pol;Disler;77
10703;Natividad;Eder;46
501;Kai;Kirchberger;21
11746;Uli;Polke;58
11459;Mario;Muehl;73
14026;Július;Philipp;32
7705;John;Ensor;84
5730;Erwin;Paschke;76
198;George;Löffler;42
8540;Jackson;Rosei;59
3615;Laurids;Reiter Raabe;58
2614;Alain;Jorn;66
2960;Jean Olivier;Schilling;86
8265;Michael;Walther;18
11391;Alexandra;Masharawi;71
2650;Ernst;Salner;87
14384;Edward;Armaly;86
7148;Hanne;Tihanyi;6
7264;Marco;Eddy;42
823;Kenneth;Klima;38
9978;Ryszard;Galerie Dumont;96
4701;Ned;Mangold;1
265;Kari;Kaprow;37
9745;Florentina;Wölzl;61
9268;Gina;Eliasson;60
12918;Vladimir;Flögl;46
2060;Uli;Birnbaum;47
14144;Erich Franz;Morton;39
13525;Linda;Baselitz;47
11252;Linda;Frohner;55
5213;Alfred;Magris;33
5775;Jörg;Danner;35
13958;Liudvikas;Grubinger;80
8671;Sabine;Younan;90
12780;Erwin;Klasen;98
6168;Marcel;Andronow;14
14316;Daniel;Kirchner;79
10431;Franz J.;Dessi;42
9770;Raimer;Grigorescu;72
7762;Octavian;Poledna;35
10953;Hildegard;Chlupác;47
12973;Lori;Fink;35
7454;Ansgar;Stocker;27
8943;Klaus;Schmidt jr.;68
14495;Stephen;Mayer;88
11712;Max;Bäcker;46
6532;Ştefan;Jermolaewa;24
1731;Magdalena;Schwegler;1
10688;Walter;Bottoli;59
5453;Hans;Emshwiller;12
7978;Kolo;Kelly;49
13456;Friedensreich;Plensa;28
9815;Thomas;Struth;79
7938;Marcel;Islam;59
14833;Markus;Binder;12
8074;David;Davis;77
1450;Tibor;Balzac;27
4205;Miklós (Nicolas);Forbát;67
3896;Joseph;Boyle Family;6
10747;Carola;Crash;89
12047;Enrico;Zuckermann;66
6349;Jean;Durham;35
2824;Andy;Dorazio;38
6186;Josef;Lewitt;49
7140;Martin;Stern;5
1622;Daniel;Pohl;83
5864;Francesco;Tüchert;34
11259;Richard;Heisig;28
7126;Franz;Richly;65
13669;Eric;Bischoffshausen;57
494;Allan;Spring;97
2007;Willi;Raysse;18
9914;Vittorio di;Moore;63
10249;Nil;Leonard;45
10855;Max;Ponger;28
6146;Stephan;Brauner;26
5395;Charlotte;De Maria;95
14962;Ben;Doesburg;28
12251;Fernando;Macho;79
7537;Grete;Barry;45
7771;Alain;Turner;45
12290;Gunter;Zykan;50
10972;Ludwig;Bortnyik;37
9242;Tamás;Bouabdellah;66
1552;Roman;Part;32
707;Christoph;Fogarasi;48
7143;Hugo;Tschirtner;19
11486;Robert;Christiansen;17
14452;Laszlo;Brock;30
1796;Franz J.;Lehmden;37
10701;Markus;Costa;68
6497;Sohei;Frize;50
3375;Jun;Masson;58
8330;Nikolaus;Förg;41
13508;Germaine;Arnold;16
6970;Bernhard;Knowles;16
13334;Alfredo;Dokoupil;38
9666;Anton;Wauer;8
2186;Renate;Buckingham;47
427;Andreas;Watzl;8
11775;Dan;Fahrenholz;8
2207;Claudia;Hoffmann-Ybbs;5
7835;Josef;Oehlen;60
12490;Joe;Duchamp;30
13758;Wilhelm;Pascali;89
2218;Siegfried;Mikl;61
8405;Klaus;Hahnenkamp;97
5007;Clay;Lubennikov;3
4145;Theodoros;Wardill;65
13915;Igor;Dupuy;3
6426;Christine;Pignon;31
7400;Geoffrey;Hutchinson;70
10559;Robert;Olitski;85
10456;Morris;Kushner;8
14881;William Nelson;Gosewitz;83
11722;Friedl;Watts;15
5587;Markus;Ash;2
4795;Peter;Terzic;1
5618;Nicole;Kandl;3
13826;Stephen;Stock;85
12266;Gianni;Kounellis;42
8176;Philipp;Tulcan;56
760;Fabrizzio;Hoffmann;29
1895;Ruth;Spencer;38
907;Nikolaij;Nicholson;5
13217;Norbert;Janschka;38
2025;Lee;Jovánovics;56
11662;Barry;Welling;52
13918;Irena;Posenenske;76
7004;Jürgen;Knowles;97
5309;Albert Paris von;Stażewski;32
10697;Kasimir;Cuixart;99
7947;Kurt;Wanke;94
13858;Natividad;Estes;71
13642;Ben;Cragg;80
8096;Izhar;Snow;97
4999;Jules;Willmann;44
11773;Ross;Denny;41
11334;Piero;Buonajuti;69
7719;Markus;Eliasson;21
9987;Isa;Tornquist;72
14846;Andrea;Knoebel;51
342;Hartmut;Zykan;33
12311;Hans-Jörg;Leitner;78
6486;Hans;Christo;26
9266;Philipp;Wolman;87
14655;Walter;Reichenfelser;14
13613;Gottfried;Stella;66
12557;Jean;Moser;47
12414;Thomas;Jaray;33
10669;Manfred;Chia;74
12210;Roman;Egmeri;14
6166;Andrew;Goings;59
11059;Herbert;Kolig;23
8004;Roy;Werkner;70
67;Wolfgang;Klub Zwei;37
8828;Daniel;Nitsch;16
12496;Hamish;Solano;98
